device_name,device_type,eq_variant,data_source,loss_type,score_before_eq,score_with_eq,score_delta,preamp_db,num_filters,generator_version,generated_at,source_file,f1_type,f1_fc_hz,f1_gain_db,f1_q,f2_type,f2_fc_hz,f2_gain_db,f2_q,f3_type,f3_fc_hz,f3_gain_db,f3_q,f4_type,f4_fc_hz,f4_gain_db,f4_q,f5_type,f5_fc_hz,f5_gain_db,f5_q,f6_type,f6_fc_hz,f6_gain_db,f6_q,f7_type,f7_fc_hz,f7_gain_db,f7_q,f8_type,f8_fc_hz,f8_gain_db,f8_q,f9_type,f9_fc_hz,f9_gain_db,f9_q,f10_type,f10_fc_hz,f10_gain_db,f10_q,f11_type,f11_fc_hz,f11_gain_db,f11_q,f12_type,f12_fc_hz,f12_gain_db,f12_q,f13_type,f13_fc_hz,f13_gain_db,f13_q,f14_type,f14_fc_hz,f14_gain_db,f14_q,f15_type,f15_fc_hz,f15_gain_db,f15_q,f16_type,f16_fc_hz,f16_gain_db,f16_q,f17_type,f17_fc_hz,f17_gain_db,f17_q,f18_type,f18_fc_hz,f18_gain_db,f18_q,f19_type,f19_fc_hz,f19_gain_db,f19_q,f20_type,f20_fc_hz,f20_gain_db,f20_q,f21_type,f21_fc_hz,f21_gain_db,f21_q,f22_type,f22_fc_hz,f22_gain_db,f22_q,f23_type,f23_fc_hz,f23_gain_db,f23_q,f24_type,f24_fc_hz,f24_gain_db,f24_q,f25_type,f25_fc_hz,f25_gain_db,f25_q,f26_type,f26_fc_hz,f26_gain_db,f26_q,f27_type,f27_fc_hz,f27_gain_db,f27_q,f28_type,f28_fc_hz,f28_gain_db,f28_q,f29_type,f29_fc_hz,f29_gain_db,f29_q,f30_type,f30_fc_hz,f30_gain_db,f30_q,f31_type,f31_fc_hz,f31_gain_db,f31_q
Part Express DIY Copperhead,speaker,autoeq,ErinsAudioCorner,,2.14,4.04,1.9,-1.1,7,0.26,2024-03-19-16:56:34,eq/Part Express DIY Copperhead/iir-autoeq.txt,PK,166.0,-4.68,1.13,PK,172.0,2.39,0.26,PK,2168.0,-2.14,3.0,PK,6144.0,2.99,2.98,PK,9989.0,-2.66,0.25,PK,11882.0,2.99,2.16,PK,16239.0,-8.35,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part Express DIY Overnight Sensations MT,speaker,dbx-1215,ErinsAudioCorner,,3.23,3.68,0.4500000000000002,-0.3,15,0.24,2023-08-04-23:29:08,eq/Part Express DIY Overnight Sensations MT/iir-autoeq-dbx-1215.txt,PK,25.0,0.25,2.14,PK,40.0,0.25,2.14,PK,63.0,0.25,2.14,PK,100.0,-0.25,2.14,PK,160.0,0.25,2.14,PK,250.0,0.25,2.14,PK,400.0,0.25,2.14,PK,630.0,0.25,2.14,PK,1000.0,-0.25,2.14,PK,1600.0,-0.5,2.14,PK,2500.0,-0.5,2.14,PK,4000.0,0.0,2.14,PK,6300.0,0.0,2.14,PK,10000.0,0.0,2.14,PK,16000.0,-0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part Express DIY Overnight Sensations MT,speaker,dbx-1231,ErinsAudioCorner,,3.23,3.72,0.4900000000000002,-0.7,31,0.24,2023-08-04-23:41:18,eq/Part Express DIY Overnight Sensations MT/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.0,4.32,PK,100.0,-0.25,4.32,PK,125.0,0.0,4.32,PK,160.0,0.25,4.32,PK,200.0,0.25,4.32,PK,250.0,0.5,4.32,PK,315.0,0.5,4.32,PK,400.0,0.25,4.32,PK,500.0,0.25,4.32,PK,630.0,0.25,4.32,PK,800.0,0.25,4.32,PK,1000.0,-0.25,4.32,PK,1250.0,-0.25,4.32,PK,1600.0,-0.5,4.32,PK,2000.0,-0.5,4.32,PK,2500.0,-0.25,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.5,4.32,PK,8000.0,0.5,4.32,PK,10000.0,0.25,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.0,4.32,PK,20000.0,0.0,4.32
Part Express DIY Overnight Sensations MT,speaker,autoeq,ErinsAudioCorner,,3.29,5.54,2.25,-3.1,7,0.26,2024-03-19-16:54:15,eq/Part Express DIY Overnight Sensations MT/iir-autoeq.txt,PK,46.0,3.0,3.0,PK,260.0,2.99,0.89,PK,666.0,2.93,1.13,PK,1823.0,-3.49,0.49,PK,3525.0,2.99,2.99,PK,6818.0,2.78,1.27,PK,16239.0,-2.23,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part Express DIY Samba MT,speaker,dbx-1215,ErinsAudioCorner,,4.53,4.77,0.23999999999999932,-0.5,15,0.24,2023-08-04-23:29:48,eq/Part Express DIY Samba MT/iir-autoeq-dbx-1215.txt,PK,25.0,0.25,2.14,PK,40.0,0.25,2.14,PK,63.0,-0.25,2.14,PK,100.0,-0.25,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,-0.25,2.14,PK,1600.0,0.5,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.25,2.14,PK,6300.0,0.0,2.14,PK,10000.0,0.0,2.14,PK,16000.0,0.0,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part Express DIY Samba MT,speaker,dbx-1231,ErinsAudioCorner,,4.53,4.93,0.39999999999999947,-0.7,31,0.24,2023-08-04-23:42:05,eq/Part Express DIY Samba MT/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.25,4.32,PK,63.0,-0.25,4.32,PK,80.0,-0.5,4.32,PK,100.0,-0.5,4.32,PK,125.0,-0.25,4.32,PK,160.0,-0.25,4.32,PK,200.0,-0.25,4.32,PK,250.0,-0.25,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,-0.25,4.32,PK,800.0,-0.25,4.32,PK,1000.0,-0.25,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.5,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.5,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.0,4.32,PK,6300.0,-0.25,4.32,PK,8000.0,-0.25,4.32,PK,10000.0,0.0,4.32,PK,12000.0,0.0,4.32,PK,16000.0,0.0,4.32,PK,20000.0,0.0,4.32
Part Express DIY Samba MT,speaker,autoeq,ErinsAudioCorner,,4.53,6.32,1.79,-2.8,9,0.24,2023-08-05-00:12:20,eq/Part Express DIY Samba MT/iir-autoeq.txt,LS,68.0,2.97,1.03,PK,89.0,-2.97,1.51,PK,109.0,-0.95,1.1,PK,584.0,1.02,2.75,PK,714.0,-2.04,2.8,PK,1261.0,-2.48,2.07,PK,1541.0,2.84,2.89,PK,3216.0,1.92,2.19,PK,7417.0,-1.82,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten a3m,speaker,autoeq,Vendors-Perlisten,,4.61,5.72,1.1099999999999994,-2.9,7,0.28,2025-07-23-14:07:48,eq/Perlisten a3m/iir-autoeq.txt,PK,879.0,-2.35,1.22,PK,130.0,-7.45,0.74,PK,369.0,-1.78,2.11,PK,85.0,3.0,0.44,PK,942.0,3.0,3.0,PK,8397.0,-2.6,0.49,PK,102.0,3.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten a3m,speaker,autoeq,Vendors-Perlisten,,4.61,5.72,1.1099999999999994,-2.9,7,0.28,2025-07-23-14:07:48,eq/Perlisten a3m/iir.txt,PK,879.0,-2.35,1.22,PK,130.0,-7.45,0.74,PK,369.0,-1.78,2.11,PK,85.0,3.0,0.44,PK,942.0,3.0,3.0,PK,8397.0,-2.6,0.49,PK,102.0,3.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten r4b,speaker,dbx-1215,Vendors-Perlisten,,6.07,6.25,0.17999999999999972,-1.0,15,0.24,2023-08-04-23:29:43,eq/Perlisten r4b/iir-autoeq-dbx-1215.txt,PK,25.0,0.75,2.14,PK,40.0,0.75,2.14,PK,63.0,0.75,2.14,PK,100.0,0.25,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,-0.25,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.0,2.14,PK,4000.0,0.0,2.14,PK,6300.0,0.25,2.14,PK,10000.0,0.25,2.14,PK,16000.0,0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten r4b,speaker,dbx-1231,Vendors-Perlisten,,6.07,6.3,0.22999999999999954,-1.2,31,0.24,2023-08-04-23:42:00,eq/Perlisten r4b/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.75,4.32,PK,31.0,0.75,4.32,PK,40.0,0.75,4.32,PK,50.0,0.75,4.32,PK,63.0,0.75,4.32,PK,80.0,0.75,4.32,PK,100.0,0.25,4.32,PK,125.0,0.0,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,-0.25,4.32,PK,400.0,-0.25,4.32,PK,500.0,-0.25,4.32,PK,630.0,0.0,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.0,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.25,4.32,PK,8000.0,0.25,4.32,PK,10000.0,0.25,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.25,4.32,PK,20000.0,0.0,4.32
Perlisten r4b,speaker,autoeq,Vendors-Perlisten,,5.89,6.87,0.9800000000000004,-2.9,7,0.26,2024-03-19-16:31:25,eq/Perlisten r4b/iir-autoeq.txt,PK,49.0,3.0,0.67,PK,130.0,-1.21,1.77,PK,487.0,-1.0,0.57,PK,1700.0,-1.15,2.82,PK,1887.0,1.12,2.9,PK,8397.0,0.26,2.97,PK,12301.0,1.02,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten r4s,speaker,autoeq,Vendors-Perlisten,,5.88,6.83,0.9500000000000002,-5.0,7,0.26,2024-03-19-16:34:39,eq/Perlisten r4s/iir-autoeq.txt,PK,42.0,3.0,0.93,PK,80.0,2.99,0.25,PK,125.0,-4.01,0.87,PK,382.0,-1.7,0.72,PK,1083.0,-1.06,2.99,PK,7566.0,-0.59,2.74,PK,12736.0,0.78,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten r5c,speaker,autoeq,Vendors-Perlisten,,6.15,7.33,1.1799999999999997,-5.0,7,0.26,2024-03-19-16:56:42,eq/Perlisten r5c/iir-autoeq.txt,PK,32.0,2.99,0.99,PK,80.0,2.99,0.25,PK,130.0,-2.75,0.86,PK,289.0,-2.69,0.59,PK,1083.0,-0.57,2.98,PK,3289.0,-1.1,0.47,PK,9648.0,-1.72,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten r5m,speaker,autoeq,Vendors-Perlisten,,5.62,6.48,0.8600000000000003,-2.4,7,0.26,2024-03-19-16:51:20,eq/Perlisten r5m/iir-autoeq.txt,PK,52.0,2.99,1.34,PK,117.0,-2.26,0.95,PK,579.0,-0.87,2.98,PK,792.0,2.77,2.54,PK,879.0,-2.13,1.04,PK,9648.0,-0.7,2.83,PK,12736.0,0.65,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten r5t,speaker,dbx-1215,Vendors-Perlisten,,7.36,7.49,0.1299999999999999,-0.6,15,0.24,2023-08-04-23:32:03,eq/Perlisten r5t/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.25,2.14,PK,100.0,-0.25,2.14,PK,160.0,-0.25,2.14,PK,250.0,-0.25,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.0,2.14,PK,4000.0,0.0,2.14,PK,6300.0,0.0,2.14,PK,10000.0,0.0,2.14,PK,16000.0,-0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten r5t,speaker,dbx-1231,Vendors-Perlisten,,7.36,7.6,0.23999999999999932,-0.7,31,0.24,2023-08-04-23:46:48,eq/Perlisten r5t/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.25,4.32,PK,80.0,0.0,4.32,PK,100.0,-0.25,4.32,PK,125.0,-0.25,4.32,PK,160.0,-0.25,4.32,PK,200.0,-0.25,4.32,PK,250.0,-0.25,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.25,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.25,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.0,4.32,PK,5000.0,0.0,4.32,PK,6300.0,0.0,4.32,PK,8000.0,0.0,4.32,PK,10000.0,0.0,4.32,PK,12000.0,0.25,4.32,PK,16000.0,-0.25,4.32,PK,20000.0,0.0,4.32
Perlisten r5t,speaker,autoeq,Vendors-Perlisten,,7.36,8.0,0.6399999999999997,-3.1,9,0.24,2023-08-05-00:49:08,eq/Perlisten r5t/iir-autoeq.txt,LS,49.0,2.98,0.59,PK,102.0,-1.2,2.54,PK,200.0,-1.18,1.18,PK,584.0,-0.53,1.52,PK,790.0,0.97,2.14,PK,1304.0,-0.88,0.79,PK,2302.0,0.76,1.66,PK,3930.0,0.0,1.79,LS,5677.0,0.19,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten r7t,speaker,dbx-1215,Vendors-Perlisten,,6.51,6.68,0.16999999999999993,-0.6,15,0.24,2023-08-04-23:28:40,eq/Perlisten r7t/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.0,2.14,PK,100.0,-0.25,2.14,PK,160.0,-0.25,2.14,PK,250.0,-0.25,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.0,2.14,PK,4000.0,0.0,2.14,PK,6300.0,0.0,2.14,PK,10000.0,-0.25,2.14,PK,16000.0,0.0,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten r7t,speaker,dbx-1231,Vendors-Perlisten,,6.51,6.78,0.27000000000000046,-0.7,31,0.24,2023-08-04-23:40:52,eq/Perlisten r7t/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.0,4.32,PK,80.0,-0.25,4.32,PK,100.0,-0.25,4.32,PK,125.0,0.0,4.32,PK,160.0,-0.25,4.32,PK,200.0,-0.25,4.32,PK,250.0,-0.25,4.32,PK,315.0,-0.25,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.25,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.25,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.0,4.32,PK,5000.0,0.0,4.32,PK,6300.0,0.0,4.32,PK,8000.0,-0.25,4.32,PK,10000.0,-0.25,4.32,PK,12000.0,0.0,4.32,PK,16000.0,0.0,4.32,PK,20000.0,0.0,4.32
Perlisten r7t,speaker,autoeq,Vendors-Perlisten,,6.51,7.77,1.2599999999999998,-4.5,9,0.24,2023-08-05-04:33:34,eq/Perlisten r7t/iir-autoeq.txt,LS,47.0,2.98,0.78,PK,96.0,-3.0,0.79,PK,262.0,-2.67,1.08,PK,584.0,-1.87,2.17,PK,1032.0,-1.5,2.56,PK,1541.0,0.14,1.32,PK,3555.0,-1.27,0.52,PK,4803.0,-0.3,2.63,LS,5870.0,1.83,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten s4b,speaker,dbx-1215,ErinsAudioCorner,,5.43,5.76,0.33000000000000007,-1.0,15,0.24,2023-08-04-23:29:11,eq/Perlisten s4b/iir-autoeq-dbx-1215.txt,PK,25.0,0.75,2.14,PK,40.0,0.75,2.14,PK,63.0,0.75,2.14,PK,100.0,0.25,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,0.0,2.14,PK,630.0,-0.25,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.0,2.14,PK,4000.0,-0.25,2.14,PK,6300.0,-0.5,2.14,PK,10000.0,-0.75,2.14,PK,16000.0,0.0,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten s4b,speaker,dbx-1231,ErinsAudioCorner,,5.43,5.88,0.4500000000000002,-1.2,31,0.24,2023-08-04-23:41:22,eq/Perlisten s4b/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.75,4.32,PK,31.0,0.75,4.32,PK,40.0,0.75,4.32,PK,50.0,0.75,4.32,PK,63.0,0.75,4.32,PK,80.0,0.75,4.32,PK,100.0,0.25,4.32,PK,125.0,0.0,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.25,4.32,PK,630.0,-0.25,4.32,PK,800.0,-0.25,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.0,4.32,PK,4000.0,-0.25,4.32,PK,5000.0,-0.25,4.32,PK,6300.0,-0.25,4.32,PK,8000.0,-0.5,4.32,PK,10000.0,-0.75,4.32,PK,12000.0,-0.75,4.32,PK,16000.0,0.0,4.32,PK,20000.0,0.0,4.32
Perlisten s4b,speaker,autoeq,ErinsAudioCorner,,5.26,6.9,1.6400000000000006,-5.1,9,0.24,2023-08-26-14:05:35,eq/Perlisten s4b/iir-autoeq.txt,LS,77.0,2.97,0.79,PK,77.0,2.96,0.27,PK,117.0,-2.17,1.14,PK,511.0,-1.33,0.41,PK,529.0,2.08,2.88,PK,1180.0,1.34,2.12,PK,2545.0,0.81,0.94,PK,2813.0,0.41,2.55,PK,11454.0,-1.9,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten s4s,speaker,dbx-1215,Vendors-Perlisten,,6.5,6.69,0.1900000000000004,-1.0,15,0.24,2023-08-04-23:28:36,eq/Perlisten s4s/iir-autoeq-dbx-1215.txt,PK,25.0,0.75,2.14,PK,40.0,0.75,2.14,PK,63.0,0.75,2.14,PK,100.0,0.0,2.14,PK,160.0,-0.25,2.14,PK,250.0,0.0,2.14,PK,400.0,0.0,2.14,PK,630.0,-0.25,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.0,2.14,PK,4000.0,0.0,2.14,PK,6300.0,0.25,2.14,PK,10000.0,0.0,2.14,PK,16000.0,0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten s4s,speaker,dbx-1231,Vendors-Perlisten,,6.5,6.74,0.2400000000000002,-1.1,31,0.24,2023-08-04-23:40:45,eq/Perlisten s4s/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.75,4.32,PK,31.0,0.75,4.32,PK,40.0,0.75,4.32,PK,50.0,0.75,4.32,PK,63.0,0.75,4.32,PK,80.0,0.5,4.32,PK,100.0,0.0,4.32,PK,125.0,-0.25,4.32,PK,160.0,-0.25,4.32,PK,200.0,-0.25,4.32,PK,250.0,-0.25,4.32,PK,315.0,-0.25,4.32,PK,400.0,-0.25,4.32,PK,500.0,-0.25,4.32,PK,630.0,-0.25,4.32,PK,800.0,-0.25,4.32,PK,1000.0,-0.25,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.0,4.32,PK,3150.0,-0.25,4.32,PK,4000.0,0.0,4.32,PK,5000.0,0.0,4.32,PK,6300.0,0.0,4.32,PK,8000.0,0.0,4.32,PK,10000.0,-0.25,4.32,PK,12000.0,-0.25,4.32,PK,16000.0,-0.25,4.32,PK,20000.0,0.0,4.32
Perlisten s4s,speaker,autoeq,Vendors-Perlisten,,6.43,7.3,0.8700000000000001,-4.7,7,0.24,2023-09-14-12:35:10,eq/Perlisten s4s/iir-autoeq.txt,LS,70.0,2.97,0.89,PK,70.0,2.85,0.31,PK,117.0,-2.2,0.97,PK,143.0,-1.88,0.75,PK,207.0,-0.33,0.44,PK,271.0,0.42,2.76,PK,5135.0,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten s5m,speaker,dbx-1215,Vendors-Perlisten,,6.57,6.8,0.22999999999999954,-0.7,15,0.24,2023-08-04-23:28:38,eq/Perlisten s5m/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.0,2.14,PK,160.0,-0.25,2.14,PK,250.0,0.0,2.14,PK,400.0,0.25,2.14,PK,630.0,0.5,2.14,PK,1000.0,0.5,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.25,2.14,PK,6300.0,0.25,2.14,PK,10000.0,-0.25,2.14,PK,16000.0,-0.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten s5m,speaker,dbx-1231,Vendors-Perlisten,,6.57,6.74,0.16999999999999993,-0.4,31,0.24,2023-08-04-23:40:50,eq/Perlisten s5m/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.0,4.32,PK,31.0,0.0,4.32,PK,40.0,0.0,4.32,PK,50.0,0.0,4.32,PK,63.0,0.0,4.32,PK,80.0,0.0,4.32,PK,100.0,-0.25,4.32,PK,125.0,-0.25,4.32,PK,160.0,-0.25,4.32,PK,200.0,-0.25,4.32,PK,250.0,-0.25,4.32,PK,315.0,-0.25,4.32,PK,400.0,0.0,4.32,PK,500.0,-0.25,4.32,PK,630.0,0.0,4.32,PK,800.0,0.25,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.25,4.32,PK,8000.0,0.0,4.32,PK,10000.0,0.0,4.32,PK,12000.0,0.0,4.32,PK,16000.0,0.0,4.32,PK,20000.0,0.0,4.32
Perlisten s5m,speaker,autoeq,Vendors-Perlisten,,6.54,7.17,0.6299999999999999,-2.6,9,0.24,2023-08-26-13:56:29,eq/Perlisten s5m/iir-autoeq.txt,LS,74.0,2.77,0.9,PK,74.0,-0.96,1.16,PK,74.0,0.8,2.22,PK,113.0,-1.21,0.6,PK,565.0,-0.83,2.91,PK,817.0,0.89,2.96,PK,2153.0,0.91,2.86,PK,4202.0,0.78,1.39,PK,12662.0,-0.66,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten s7c,speaker,dbx-1215,Vendors-Perlisten,,6.38,6.52,0.13999999999999968,-1.0,15,0.24,2023-08-04-23:29:13,eq/Perlisten s7c/iir-autoeq-dbx-1215.txt,PK,25.0,0.75,2.14,PK,40.0,0.75,2.14,PK,63.0,0.75,2.14,PK,100.0,-0.25,2.14,PK,160.0,-0.25,2.14,PK,250.0,-0.25,2.14,PK,400.0,0.0,2.14,PK,630.0,-0.25,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.0,2.14,PK,4000.0,0.0,2.14,PK,6300.0,0.0,2.14,PK,10000.0,0.0,2.14,PK,16000.0,0.0,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
